node,count,degree
service security,1,0
fintech payment instruments,1,0
personal,1,0
strategic maps,1,0
microfinance entities,1,0
qr code payments,1,0
mobile payment adoption,1,0
purchase behavior,1,0
bleed econference,1,0
purchase behaviour,1,0
bled econference,1,0
financial responsibilities,1,0
swedishs,1,0
urban agriculture,3,0
plantain roasting,1,0
micro-agro-processors,1,0
future,2,0
innovation facilitators,1,0
credit companies,1,0
asperger syndrome,1,0
fundamental analysis,1,0
public saving program,1,0
practitioner research,1,0
information search behavior,1,0
mortgage crisis,1,0
mortgage choice,1,0
bounded rationality,2,0
financial parenting,1,0
financial capability education,1,0
monte carlo,1,0
consumer credit use,1,0
subjective knowledge,2,0
medical decision making,1,0
emotion assessment,1,0
psychosocial withdrawal,1,0
case conceptualization,1,0
health care planning,1,0
cognitive development,1,0
psychoeducation,1,0
cbt,1,0
pediatric patient,1,0
dexmethylphenidate,1,0
clinical protocols,1,0
attention deficit hyperactivity disorder,1,0
cognitive restructuring,1,0
major depression,1,0
psychotherapy,1,0
financial spending,1,0
electronic funds transfer,1,0
saving and credit-using behavior,1,0
financial advice use,1,0
financial information search,1,0
keogh,1,0
retirement savings needs calculation,1,0
debt literacy,2,0
will,1,0
estate planning,1,0
journal review,1,0
retirement accounts,1,0
great recession,1,0
financial access trends,1,0
latent transition analysis,1,0
group coaching,1,0
money managemenresponsible spending behavior,1,0
family stress theory,1,0
financial counselling,1,0
negative home equity,1,0
home equity loan,1,0
behavioral decision making,1,0
financial literacy overconfidence,1,0
financial worry,1,0
demographics disparities,1,0
financial management behavior,1,0
industrial workers,1,0
mobile financial management,1,0
mobile transaction,2,0
financial scales,1,0
financial readiness,1,0
survey design,1,0
consumer typology,1,0
military families,1,0
stimulus payment,1,0
financial intermediations-financial access,1,0
social management,1,0
public value,1,0
rural microcredit,1,0
organizational design,1,0
62h20,1,0
62h15,1,0
feature mining,1,0
imbalanced classification,1,0
fraud account detection,1,0
isolation forest,1,0
corporate investment,1,0
coupling coordination,1,0
traditional finance,1,0
opportunity inequality,1,0
job matching,1,0
liquidity constraint,1,0
asset portfolios,1,0
users,3,0
banking security,1,0
"income. jel codes: g20, g23",1,0
sustainable strategy,1,0
triple bottom line,1,0
modeling pls-sem,1,0
mobile phone owners,1,0
usefulness,2,0
moshi tanzania,1,0
farmers groups association,1,0
tongan culture,1,0
financial well-​being,1,0
educational environment,1,0
schoolchildren,1,0
mathematical education,1,0
bank of england,1,0
neobanks,5,0
spatial panel econometrics,1,0
& horbar,1,0
comprehensive digital financial inclusion index,1,0
asia region,1,0
'savings customer,1,0
corporate cooperation,1,0
'voluntary customer' and 'forced customer',1,0
smes’ business performance,1,0
hungary,4,1
financial inclusion of poor communities,1,0
smes? business performance,1,0
kazakhstan,3,0
central asian finance,1,0
microfi-nance,1,0
innovative,1,0
ojk regulation,1,0
sharia fintech,1,0
fatwa dsn-mui,1,0
financial stability index,1,0
tobit model,2,0
unequal weights,1,0
delphi method,2,0
analytic network process,1,0
settings,1,0
research agenda,1,0
optimal design,1,0
fintech regulation,3,0
productive waqf,1,0
cash waqf linked sukuk,1,0
dual-banking,2,0
islamic vs. conventional microfinance,1,0
baitulmaalwa tamwil,1,0
islamic microfinance institutions,2,0
islamic financial exclusion,1,0
online payment,2,0
oic countries,1,0
low income households,2,0
insurance tech,1,0
insurance innovations,1,0
insurance market,1,0
innovation development,1,0
state regulation,1,0
financial attraction of population,1,0
payments systems,1,0
electronic wallet,1,0
government debt,1,0
regression model,4,0
trend,2,0
cross-country comparison,1,0
instrumenvariable analysis,1,0
two-tier banking system,1,0
financial hardships,1,0
borrow,1,0
charls,1,0
in-patient service,1,0
out-patient service,1,0
hospital patient,1,0
mid-aged and older urban residents,1,0
geriatric patient,1,0
memory,1,0
foreign remittances,1,0
patronage,1,0
bank selection,2,0
fmols technique,1,0
real-time,1,0
lending reforms,1,0
building credit,1,0
sustainable financial inclusion,2,0
banking customers,1,0
payment method preference,1,0
local currency settlement,1,0
money deposit bank banks,1,0
shariah banking,1,0
financial ecosystem,6,1
financial system restructuring,1,0
renewable energies access,1,0
marketing analytics,1,0
fuzzy c-means,1,0
financial capital availability,1,0
liquidity challenges,1,0
principal-agent contract,1,0
ukraine,2,0
financial institution account,1,0
banking penetration,1,0
sme loans,1,0
central bank of jordan (cbj),1,0
female-owned enterprises,1,0
dynamic environment,1,0
structural equation modelling techniques,1,0
economic indicators,1,0
technological connectivity,1,0
household spending,1,0
juntos program,1,0
pefi program,1,0
channels of impact,1,0
smme,1,0
ordered probit regression,4,0
bonding,1,0
sub-urban smes,1,0
bridging,1,0
female msme actors,1,0
system dynamics modeling,2,0
quantitative data analysis,1,0
regional markets,1,0
mixed frequency,1,0
mixed data sampling (midas),1,0
short dynamic panel,1,0
brics legal framework,1,0
payment services regulation,1,0
branchless banking regulation,1,0
e-money regulation,1,0
payment oversight,1,0
malwares,1,0
patent rights,1,0
computer aided manufacturing,1,0
genetic algorithms,1,0
manufacturing industries,1,0
cloud manufacturing,1,0
balancing,1,0
load-balancing,1,0
patent,1,0
load balancing,1,0
ransomware,1,0
digital ledger technology,1,0
iot challenges,1,0
global financial system,1,0
erp (enterprise and resource planning),1,0
nft (non fungible token),1,0
money transfer organizations,1,0
consumer products,1,0
strategic growth,1,0
workforce retention,1,0
hacking and data manipulation,1,0
data manipulations,1,0
cutting-edge application cryptocurrency,1,0
cutting-edge applications cryptocurrency,1,0
joint research centers,1,0
jrc,1,0
computational approaches,1,0
computational approach,1,0
innovation acceptance,1,0
fintech opportunities,1,0
fintech challenges,1,0
adoption and challenges of m-wallets,1,0
indian rural women,1,0
fiscal responsibility,1,0
success variables,1,0
bachelor students,1,0
international migrations,1,0
economic complexity,1,0
exploratory spatial data analysis,1,0
generalized linear model,1,0
methodology sem,1,0
businesspersons,1,0
micro-business development,1,0
cashless transactions,1,0
enif 2021,1,0
emergencies,1,0
financial inclusión,1,0
service-dominant logic,1,0
community-based participatory research,1,0
help-seeking behavior,2,0
business associations,1,0
feminist empowerment,1,0
oic member countries,1,0
ecm model,1,0
economy in asia,1,0
panel ardl estimation method,1,0
pmg estimator,1,0
structural equation model (sem),1,0
moderated multiple regression,1,0
f24,1,0
quality governance,1,0
ngo’s,1,0
economic behavior variable,1,0
financial transaction,2,0
financial agent,1,0
transaction value,2,0
financial subjectivities,1,0
heteronormativity,1,0
emotional regime,1,0
platform economies,1,0
digital credit scoring,1,0
authoritarian capitalism,1,0
neo-statism,1,0
protection of the financial consumer,1,0
income and wealth,1,0
p32,1,0
inclusion factors,1,0
citizens-consumers,1,0
streaming money,1,0
digital goods,1,0
distributed ledgers,1,0
ewallet,1,0
smart assets,1,0
long tail markets,1,0
cryptoeconomics,1,0
lightning network,1,0
payment channels,1,0
digital asset registries,1,0
local currencies,1,0
facebook,2,0
fiat currencies,1,0
diemassociation,1,0
sharia financial inclusion,1,0
local governance,1,0
indigenous legal framework,1,0
fpic principle,1,0
sharia economy,1,0
banking clients,1,0
southern patagonia,1,0
islamic capital market,1,0
hierarchy of institutional hypothesis,1,0
quantile regression estimation,1,0
disadvantaged communities,1,0
credit guarantee,1,0
factoring,1,0
leasing,1,0
rural unbanked,2,0
qatar,1,0
consumer financial satisfaction,2,0
brsr reporting,1,0
gri standards,1,0
nvgs,1,0
social and governance (esg) framework,1,0
smes’ performance,1,0
trust in fintech,1,0
interest rate compliance,1,0
sustainable development goal 1 no poverty,1,0
unified guidelines,1,0
sustainable development goal 8 decent work and economic growth,1,0
gross domestic product growth,1,0
technological services,1,0
currency exposure,1,0
governance risk,1,0
cap direct payments,1,0
common agricultural policy,1,0
"religious diversity, caste diversity",1,0
spending behaviour,2,0
borrowing behaviour,1,0
"fairlie decomposition analysis, west bengal",1,0
macroprudential policy,1,0
it-related behaviors,1,0
it use,1,0
adaptation behaviors,1,0
appraisal theory,1,0
user reaction,1,0
contract services,1,0
economic competition,1,0
public health administration,1,0
access strands and usage,1,0
decision tree model,1,0
robust modeling,1,0
decision-tree model,1,0
malaysians,1,0
vishwakarmum community,1,0
financial inclusion model,1,0
vishwakarma community,1,0
india's fintech ecosystem,1,0
customer trust,1,0
viksit bharat @2047,1,0
4th industrial revolution,1,0
rural south africa,1,0
case study methodologies,1,0
data-free super applications,1,0
digital inequalities,2,0
digital equality,1,0
data-free super application,1,0
current technology,2,0
low-resource settings,1,0
low resource setting,2,0
digital access,1,0
technological catch-up,1,0
sharia governance,1,0
risk mitigation,2,0
remittance channels,1,0
informal financial services,1,0
financial risk management,2,0
bank credit conditions,1,0
lendtech,1,0
transmission channel,1,0
crosscountry analysis,1,0
parametric,1,0
non-parametric,1,0
principle component analysis (pca),1,0
mobility networks,1,0
mobile internet services,1,0
co-location,2,0
mobile phone services,1,0
exclusion problem,2,0
colocations,1,0
loan servicing,2,0
privacy-preserving approach,2,0
asian region,1,0
business ecosystem,1,0
impact channels,1,0
linkages between rural and urban,1,0
disadvantaged poor,1,0
social losses,1,0
purchasing power of people,1,0
"sem, indonesia",1,0
women microentrepreneurs,1,0
digital tenge,1,0
assurance,1,0
responsiveness,1,0
tangibility,1,0
risky financial asset allocation,1,0
risk resilience of rural household,1,0
farmers’ entrepreneurship,1,0
financial resource availability,1,0
organizational learning,1,0
agent banking and performance,1,0
strategic direction,2,0
boundary spanners agility,1,0
seeking,1,0
developing nation,1,0
online transaction use,1,0
central and eastern europe,1,0
global banks,1,0
equator principles,1,0
fuzzy rough set algorithm,1,0
set algorithm,1,0
china family panel study dataset,1,0
fuzzy-rough sets,1,0
cfps dataset,1,0
rough set theory,1,0
household economic vulnerability,1,0
cost calculations,1,0
kosovo,2,0
j20,1,0
consumer trust,1,0
j80,1,0
linguistic diversity,1,0
level of education,2,0
macro economics,1,0
ccr,1,0
unbanked adults,1,0
e02,1,0
k00,1,0
pension system,1,0
h55,1,0
barriers of financial inclusion,1,0
consumer sentiment,1,0
twitter analysis,1,0
microdata,1,0
managers,1,0
public-private cooperation,1,0
sociodemographic determinants,1,0
economic condition financial services,1,0
mfi-microfinance institutions,1,0
jabalpur,1,0
financial services innovation,1,0
inclusive financial services,1,0
postal logistics,1,0
covid 19,2,0
social commerce,1,0
fintechs,2,0
cross-sector,1,0
civil society organizations,1,0
community development banks,1,0
loan sharks,2,0
regulatory oversight,1,0
alternative datethical considerations,1,0
sustainable transport planning,1,0
dynamic planning,1,0
dynamic transportation systems,1,0
sustainability.,1,0
project design,1,0
transportation planning,1,0
marginally stable systems,1,0
planning and development,2,0
banking policy,2,0
credit-deposit ratio,2,0
credit to women,2,0
extension,1,0
yogyakarta special region,1,0
prices,1,0
alleviate,1,0
informal firms,1,0
basic savings bank deposit account,1,0
financial literacy centers,1,0
rupay debit cards,1,0
multiplexing,1,0
complex systems,1,0
implementation,1,0
multiplexity,1,0
appropriation,1,0
technology use,1,0
large scale systems,1,0
counterfactual simulated experiment,1,0
counterfactuals,1,0
biases,1,0
simulated experiments,1,0
financial trade-off,1,0
black-owned fintechs,1,0
tecnologia social (social technology),1,0
social technologies,1,0
tecnologion social (social technology),1,0
racial bias,1,0
algorithm racial bias,1,0
prediction accuracy,1,0
ai model,1,0
weak signals,1,0
ai models,1,0
sophisticated machines,1,0
personal loans,1,0
default rates,3,1
evolutionary stable strategy,1,0
portfolio risk,1,0
heard effect,1,0
expected payoff,1,0
educational finance,1,0
islamic financial literacy policy,1,0
innovation and diffusion theory,1,0
"vicoba, tanzania",1,0
administration,3,0
agrarian reform,1,0
similarity measure,1,0
fuzzy soft set,1,0
phishing detection,2,0
ordered logit,1,0
adults,3,0
finance knowledge,1,0
policy design,1,0
nonlinear dynamics,1,0
palabras clave: microfinance,1,0
evaluation,5,0
hyperledge fabric,1,0
financial transparency,1,0
global stablecoins (gsc),1,0
digital financial assets,1,0
algorithmic stablecoins,1,0
local stablecoins (lsc),1,0
virtual currencies,1,0
collateral stablecoins,1,0
indian msmes,1,0
financial management by small businesses,1,0
fintech products,1,0
influence factors,1,0
smartphone banking apps,1,0
barriers to financial inclusion,2,0
transition economies,3,0
western balkan region,1,0
global findex database 2021,1,0
mcommerce,1,0
mmoney,1,0
extended technology acceptance models,1,0
preliminary analysis,2,0
environmental driver,1,0
environmental variables,1,0
environmental drivers,1,0
b40 group,1,0
bottom 40% group,1,0
online p2p,1,0
islamic economy,1,0
statistical measurement,1,0
islamic financial knowledge,1,0
entrepreneurship tendency,1,0
entrepreneurship intention,1,0
kastamonu,1,0
financial inclusion.,1,0
social protection programs,1,0
health interventions,1,0
healthcare management,1,0
out-of-pocket health expenditure,1,0
healthcare cost anxiety,1,0
family food resilience,2,0
mothers with under-fives,2,0
health anxiety,1,0
medical cost,1,0
prisoners,1,0
track records,1,0
narcotics,1,0
business owner,1,0
validation of scale,1,0
integrated development,1,0
child protection,1,0
female worker,1,0
price elasticity,1,0
precious metals,1,0
income elasticity,1,0
gold demand,1,0
western balkans,1,0
simultaneous equation models,1,0
heterogeneous,1,0
household consumption capital expenditure,1,0
digital banking index,1,0
credit choices,1,0
consumers' intentions,1,0
consumers adoption,1,0
threshold cryptography,1,0
application extending,1,0
data share,1,0
maslahah,1,0
najamuddin al-thufi,1,0
technology evaluation,1,0
adaptive utility ranking algorithm,1,0
vikor,1,0
aura,1,0
economic decision-making,1,0
choice,3,0
multi-criteria decision-making,1,0
performance metrics,1,0
microcredit (canada),1,0
promotion,1,0
finance capitalism,1,0
selfhood,1,0
social movements,2,0
creditability,1,0
feminist economics,1,0
"<span style=""font-variant: small-caps"">uk</span> and french law",1,0
history of rate ceilings,1,0
law reform,1,0
low-income credit markets,1,0
interest-rate ceilings,1,0
eco-entrepreneurship,1,0
green technologies,1,0
supply-side analysis,1,0
financial inclusion strategy,1,0
synthetic minority operation technique,1,0
performances evaluation,1,0
cyber threats,2,0
carbon footprint,2,0
partial correlation,1,0
survey of financial competences,1,0
limitations,1,0
student adoption,1,0
cee countries,1,0
sars-cov-2 pandemic,1,0
intimacy,1,0
primary prevention,1,0
intensive care,1,0
bicyclist,1,0
helmet,1,0
bicycle,1,0
fatality,1,0
pediatric,1,0
motorcyclist,1,0
head injury,1,0
pediatric traumatic brain injury,1,0
neurosurgery,1,0
confianza del consumidor,1,0
sociodemographic characteristics,1,0
características sociodemográficas,1,0
comportamiento del consumidor,1,0
sistemas de pago,1,0
consumer confidence,1,0
indian street vendors,1,0
digital india scheme,1,0
scoping assessment,1,0
economic involvement,1,0
small business owners,1,0
capital accessibility,1,0
migrant-led enterprises,1,0
migrant business performance,1,0
budgeting behavior,1,0
small business sustainability,1,0
inclusive cities,1,0
incarceration,1,0
technology anxiety,2,0
use of technology,1,0
budget planning,1,0
nonlinear decomposition,1,0
financial risk attitude,2,0
probit models,1,0
ekc,2,0
stirpat,2,0
classical financial inclusion,2,0
qurbani segmentation,1,0
legal awareness,1,0
social motive,1,0
customer choice,1,0
bamako-mali,1,0
digital payment services,1,0
digital payment service,1,0
electronic prescribing,1,0
partial identification,1,0
inductive behavior,1,0
non-compliance,1,0
augmented ardl,1,0
fourier causality test,1,0
co2 emission,1,0
fiscal decentralization (fd),1,0
natural resource rents (nrr),1,0
energy efficiency (ene),1,0
renewable energy integration,1,0
carbon neutrality,1,0
energy footprint,1,0
proof-of-stake,1,0
east,1,0
west,2,0
annual revenue,1,0
growth and sustainability,1,0
small and medium manufacturing enterprises,1,0
sadc countries,1,0
one-way manova,1,0
usage experience,1,0
family support,1,0
contextual awareness,1,0
customer churn prediction,1,0
project hotspot,1,0
situational awareness,1,0
singular value decomposition,1,0
generalization ability,1,0
customer churns,1,0
customer churn prediction framework,1,0
dimensionality reduction,1,0
financial behavior of households,1,0
estimated financial structure,1,0
systemic risks,3,0
panel regression with fixed effects,1,0
macroprudential initiative,1,0
deleveraging,1,0
outreach productivity,1,0
microsaving,1,0
voluntary saving,1,0
compulsory saving,1,0
asia pacific,1,0
east malaysia,1,0
multigroup analysis,1,0
peninsular malaysia,1,0
shariah contract,1,0
islamic finance.,1,0
microfinance loan microfinance deposits microfinance investment small scale development financial inclusion poverty,1,0
loan deterrence,1,0
discouraged women,1,0
mfbs,1,0
pilot plan,1,0
retail transactions,1,0
subsaharian africa,1,0
socio-economic barriers,1,0
maim,1,0
synthetic minority over-sampling techniques,1,0
threats,1,0
computer software,2,0
mobile banking. intention to use,1,0
influencing factors,1,0
"digital inclusive finance, financial inclusion",1,0
data-driven,1,0
capability development,1,0
customer solution,1,0
apartment,1,0
mediating factor,1,0
purchase decision,1,0
tra,1,0
graduation,1,0
lending methodology,1,0
ultra-poor,1,0
standard (reference),1,0
limit analysis,1,0
share-outs and loans,1,0
ysla - youth savings and loans associations,1,0
member engagement,1,0
youth savings,1,0
agricultural value chain financing,1,0
mechanization,1,0
multidimensional poverty index,1,0
transportation mode,1,0
academic research,2,0
experiments in social sciences,1,0
accounting training,1,0
geography education,1,0
evidence-based policy,1,0
social assistance,1,0
pos devices,1,0
commercial investors,1,0
social investors,1,0
retailing,2,0
retailers,1,0
empowerment of women,1,0
financial systems approach,1,0
reaching the poorest,1,0
informal-formal linkages,1,0
savings mobilization,1,0
downscaling/downmarket,1,0
goverment-to-person,1,0
loan history,1,0
multiple borrowing,1,0
voice of borrower surveys,1,0
nonfinancial services,1,0
community-based microfinance,1,0
management practice,2,0
national priorities,1,0
investment location,1,0
occupied territories,1,0
west bank,1,0
algeria,1,0
payments systems regulation,1,0
gaza,1,0
israel,2,0
road construction,1,0
guarantee,1,0
tribal,1,0
very small enterprises,1,0
microfinance upscaling,1,0
local self-governance,1,0
m4p,1,0
theory of change,1,0
capacity-building,1,0
licensing,1,0
affordable housing,1,0
mumbai,2,0
moratorium,1,0
client engagement,2,0
credit management,1,0
microfinance education,1,0
business advisory,1,0
microenterprise lending,3,1
capital formation,2,0
human-centered design,1,0
best management practice,1,0
low literacy,1,0
guideline,1,0
integrative theoretical frameworks,1,0
digital kyc,2,0
policy guidelines,1,0
onboarding risk management,1,0
rural outreach,1,0
subsistence farmers,1,0
service delivery frameworks,1,0
agricultural insurance,1,0
client education,1,0
enterprise development,1,0
trust-building,1,0
community outreach,1,0
urban micro-enterprises,1,0
program evaluation metrics,1,0
fraud risk management,1,0
real-time transaction monitoring,1,0
outreach strategies,1,0
microfinance product design,1,0
informal borrower assessment,1,0
contextual credit appraisal,1,0
portfolio risk management,1,0
enaria,1,0
locus,1,0
strain,1,0
single,1,0
emergency saving,2,0
living within one's means,2,0
use of information technology,1,0
pocket money,1,0
social security scheme,1,0
zakat recipients,1,0
interval-valued,1,0
topsis method,1,0
financial performance analysis,1,0
block chain technology,2,0
critical geography,1,0
cultural imperialism,1,0
neo-colonialism,1,0
cyber-libertarianism,1,0
global identity,1,0
cross-border verification,1,0
universal digital identity,1,0
urban farmers,1,0
pmt,1,0
intention to adapt,1,0
sme financial awareness,1,0
random forest tree,1,0
10,1,0
green economic development,1,0
efficiency improvement,1,0
global mindw-mml model,1,0
tests,2,0
system-gmm jel classification,1,0
desludging,1,0
south and southeast asia,1,0
pit emptiers,1,0
onsite sanitation,1,0
faecal sludge management,1,0
marginalisation,1,0
legal alienation,1,0
temporary residence permit,1,0
xenophobia,1,0
biopolitics,1,0
social programs,1,0
behavioral factors,1,0
individual households,1,0
entrepreneurial sustainability,1,0
technical know-how,1,0
external financing,1,0
manager overconfidence,1,0
psychological trait of manager,1,0
power concentration,1,0
composite financial literacy,1,0
subjectively-perceived financial literacy,1,0
objectively-measured financial literacy,1,0
comparative benchmark,1,0
informal financial education,1,0
gas,1,0
sub-saharan african countries,1,0
village savings and loans associations (vslas),1,0
quality of life (qol),1,0
wellbeing and happiness,1,0
rural economic growth,1,0
sems,1,0
limited attention,1,0
extroversion factor,1,0
credit exclusion,2,0
agreeableness factor,1,0
cgss,1,0
residents' happiness,1,0
online hate,1,0
gerontophobia,1,0
lda topic modeling,1,0
socioeconomic and demographic factors,1,0
per capita income,2,0
enrolment intention,1,0
involvement,2,0
government participation,1,0
perceived sacrifice,1,0
inclusive commercial health insurance,1,0
guaranteed income,1,0
crossover procedure,1,0
black young adult,1,0
cross-over trial,1,0
"clinical trials, phase ii as topic",1,0
systemic racism,1,0
phase 1 clinical trial (topic),1,0
phase 2 clinical trial (topic),1,0
"clinical trials, phase i as topic",1,0
cross-over studies,1,0
interlink,1,0
traditional financial development level,1,0
pharmaceutical industry,1,0
r&d investment,1,0
drug industry,1,0
"financing, government",1,0
chinese people,1,0
causal forest model,1,0
multilevel medical insurance system,1,0
double machine learning,1,0
telehealth,1,0
network adequacy,1,0
urban safety net,1,0
women households,1,0
urban planning and policy,1,0
food system resilience,1,0
agri-food supply chain,1,0
rural credit access,1,0
unconfident borrowers,1,0
colorectal carcinoma,1,0
checkpoint kinase 2,1,0
dna mismatch repair protein msh2,1,0
juvenile polyposis,1,0
genetic testing,1,0
patient referral,1,0
bloom syndrome helicase,1,0
protein ret,1,0
tumor predisposition syndromes,1,0
brca2 protein,1,0
mutl protein homolog 1,1,0
protein kinase lkb1,1,0
genetic variability,1,0
nbn gene,1,0
hboc,1,0
genetic screening,1,0
genetic counseling,1,0
oncogene,1,0
hereditary tumor syndrome,1,0
bloom syndrome,1,0
partner and localizer of brca2,1,0
nf1 gene,1,0
tumor marker,1,0
brca1 protein,1,0
dna,1,0
ataxia telangiectasia,1,0
bulgaria,1,0
non small cell lung cancer,1,0
noonan syndrome,1,0
atm protein,1,0
gastrointestinal polyposis,1,0
neurofibromatosis type 1,1,0
mismatch repair protein pms2,1,0
protein tyrosine phosphatase shp 2,1,0
procedures and techniques utilization,1,0
diagnostic value,1,0
smad4 protein,1,0
familial adenomatous polyposis,1,0
hereditary cancer,1,0
age distribution,2,0
lynch syndrome,1,0
dna determination,1,0
gordon syndrome,1,0
hereditary breast and ovarian cancer syndrome,1,0
multiple endocrine neoplasia type 2,1,0
peutz jeghers syndrome,1,0
apc protein,1,0
oman vision 2040,1,0
apple pay,1,0
google pay,1,0
microloans,1,0
gender-responsive grants,1,0
credit accessibility,3,0
rural agripreneurship,1,0
gender-responsive finance,1,0
agricultural value chains,1,0
atlas.ti,1,0
public sector innovation,1,0
ultra-micro financing,1,0
non-bank financial institution,2,0
digital barriers,1,0
capacity development,1,0
workplace inclusion,1,0
mpumalanga,1,0
behavioural/behavioral finance,1,0
rationality,1,0
development level of financial market,1,0
production training,1,0
willingness to adopt agricultural technology (wtaat),1,0
rice farmers,1,0
promote,1,0
apple growers,1,0
organic fertilizer investment,1,0
resource mismatch,1,0
agtfp,1,0
technical innovation,1,0
behavioral finance theory,1,0
unconditional quantile regression (uqr),1,0
the income of rural households,1,0
financial cognitive level,1,0
grain distribution efficiency,1,0
grain production efficiency,1,0
grain security efficiency,1,0
robotic process automation,1,0
moments quantile regression,1,0
cointegration,3,0
mechatronic systems,1,0
e-payment technology,1,0
macros,1,0
technology convergence,1,0
electronic payment technology,1,0
technology evolution,1,0
user recommendations,1,0
organisational,3,0
recommendation behavior,1,0
career development,1,0
female leaders,1,0
speculation,1,0
sdm model,1,0
spatial correlation,1,0
economic fundamentals,1,0
spatial correlations,2,0
housing markets,1,0
net benefit,1,0
progressive microcredit,1,0
simultaneous equations,1,0
sustainable development small business,1,0
financial leverage,1,0
insurance inclusion,2,0
attitude and behaviour,1,0
insurance knowledge,1,0
urban–rural income disparity,1,0
eastern region,1,0
ai case studies,1,0
ai-driven logistics,1,0
trade operations optimization,1,0
multidimensional vulnerability index,1,0
livelihood assets,1,0
coping mechanisms,1,0
ngcc,1,0
liquidity risk,3,1
associativity,1,0
solidarity,1,0
self-management,1,0
cryptocurrency financial innovation,1,0
financial engineering,1,0
free banking,1,0
social spending,1,0
wage income,1,0
teacher training,1,0
21st century competencies,1,0
server-aided verification,1,0
iot-based payment protocols,1,0
identity-based signature,1,0
pairing-free security protocols,1,0
citizen's participations,1,0
geographical island,1,0
affordability in energy justice,1,0
cash-flow analysis,1,0
energy system modelling,1,0
prosumer,1,0
economic profitability,1,0
self-consumption,1,0
decarbonization,1,0
energy-system models,1,0
energy justices,1,0
cash flow analysis,1,0
self-custody,1,0
e-cny pilots,1,0
2fa,1,0
multi‐factor authentication,1,0
sha‐256,1,0
mobile money systems,2,0
finger print,1,0
one‐time password,1,0
fernet encryption,1,0
biometric finger-print,1,0
otp,1,0
fido,1,0
one-time,1,0
quick response code,1,0
fast identity online,1,0
mobile money system,1,0
twilio sms,1,0
secure hashing algorithm‐256,1,0
card payment,1,0
practices,2,0
rural–urban,1,0
mobile financing services (mfss),1,0
bound test,1,0
bibliometric research,1,0
high-cost borrowing,1,0
pain of payments,1,0
elderly consumers,1,0
central bank digital currencies—cbdc,1,0
sanddollar,1,0
blockchain payments,1,0
perceived financial literacy,1,0
digital activity,1,0
university–industry collaboration,1,0
small family farms,1,0
job stress,2,0
bank employees,1,0
psychological capital questionnaire,1,0
job burnout,1,0
occupational psychology,1,0
overcommitment,1,0
depersonalization,1,0
correlational study,1,0
maslach burnout inventory general survey,1,0
occupational stress,1,0
extrinsic effort,1,0
liaoning,1,0
personal accomplishment,1,0
welfare household,1,0
healthy eating,1,0
victoria [australia],1,0
snacks,1,0
sugar sweetened drink,1,0
fruit juice,1,0
beverages,1,0
victoria,1,0
food serving,1,0
eating behaviour,1,0
nutritional parameters,1,0
food consumption,1,0
drinking,1,0
soft drink,1,0
fruit cost,1,0
milk,1,0
non welfare household,1,0
vegetable cost,1,0
behavioral addiction,1,0
agricultural management,1,0
seasonal variation,1,0
home garden,1,0
nutrition behaviour change,1,0
malnutrition,1,0
maternal nutrition,1,0
child nutrition,1,0
temporal analysis,1,0
population research,2,0
disease control,1,0
credit card data,1,0
credit card information,1,0
data extraction,1,0
metropolitana,1,0
economic impact of lockdown measures,1,0
government regulation,1,0
djibouti,1,0
safety net health care,1,0
homemaking and the family,1,0
multi-country,1,0
chad,1,0
job market,2,0
postpandemic,1,0
access to information,1,0
family care outcomes,1,0
informal care,1,0
frail elderly,1,0
cessation of care,1,0
share,1,0
longevity,1,0
family counseling,2,0
green chemistry,1,0
metallurgy,1,0
risk management capability,1,0
ivprobit model,1,0
household poverty vulnerability,1,0
electronic communication technology,1,0
social dominance,1,0
perceived surveillance,1,0
"computers, handheld",1,0
personal digital assistant,1,0
convenience sample,1,0
self-reliance and social domination,1,0
disease prevalence,1,0
kwazulu-natal,1,0
university student,1,0
hsfias,1,0
feasible generalized least squares model,1,0
financial securities,1,0
labor force participation,1,0
technology startup,1,0
investment intention,1,0
crowdfunding platform,1,0
financial privacy,1,0
communication privacy management,1,0
psychometric tests,1,0
national financial capability test,1,0
bias mitigation,2,0
extended technology acceptance model,1,0
geographical factors,1,0
urban–rural division,1,0
financial distrust,1,0
esg readiness,1,0
"micro, small, and medium enterprises (msmes)",1,0
expected loss,1,0
capital requirements,1,0
var,1,0
ganger-causality,1,0
symmetry,1,0
formal financial system,1,0
betting,1,0
welfare outcomes,1,0
application,1,0
mobile money service providers,1,0
mitigation measures,2,0
customer awareness,2,0
statistical techniques,1,0
bayes algorithms,1,0
boosted decision trees,1,0
viruses,1,0
tree-based,1,0
mobile money transaction,1,0
sme performance,1,0
financial product,1,0
product recommendation,1,0
product security,1,0
three categories,1,0
product recommendation system,1,0
time sensitivity,1,0
time-series analysis,1,0
assets management,2,0
investment banking,1,0
subdomain,1,0
payments and receipts,1,0
douala,2,0
central bank innovation,1,0
access to cash,1,0
social media analysis,1,0
individual innovativeness,1,0
sustainable development goal 8,1,0
sme innovativeness,1,0
indonesian smes,1,0
sustainable development goals 10,1,0
community finances,1,0
sustainable financial services,1,0
fiscal flexibility,1,0
individualized financial arrangements,1,0
microfinance participation,1,0
saving groups for production,1,0
village funds,1,0
airtime,1,0
non-cash transactions,1,0
oil economies,1,0
complementary currencies,1,0
remittances emerging markets,1,0
