source,target,weight
financial technology,machine learning,6
financial technology,technology,3
financial technology,digital transformation,3
financial technology,bibliometric analysis,6
financial technology,financial institution,3
financial technology,global system for mobile communications,4
financial technology,tam,3
financial technology,smes,3
financial technology,innovation,3
financial technology,economic growth,3
financial technology,information management,7
financial technology,digital wallet,3
financial technology,access,3
financial technology,learning systems,3
financial technology,data analytics,4
financial technology,msmes,4
financial planning,personal finance,3
digital literacy,india,4
digital literacy,literacy,4
digital literacy,innovation,4
digital literacy,digital literacies,3
digital literacy,digital financial services,3
digital financial literacy,digital financial capability,3
behavioral finance,personal finance,3
decision-making,model,3
financial well-being,life satisfaction,3
financial well-being,quality of life,3
financial well-being,subjective well-being,3
financial well-being,financial satisfaction,3
financial well-being,emerging adulthood,3
financial well-being,literacy,9
financial well-being,india,5
financial well-being,personal finance,4
financial well-being,accessibility,3
financial well-being,financial anxiety,3
financial well-being,financial socialization,3
financial well-being,financial capabilities,4
social determinants of health,access to care,3
social determinants of health,financial management,3
social determinants of health,women's health,3
covid-19,epidemiology,4
covid-19,coronavirus disease 2019,8
covid-19,lockdown,7
covid-19,literacy,5
covid-19,digitization,3
covid-19,accessibility,3
covid-19,developing world,5
covid-19,economic development,4
covid-19,epidemic,4
covid-19,digital financial services,4
covid-19,china,3
covid-19,africa,3
covid-19,remittance,3
covid-19,pandemic,15
covid-19,travel behavior,3
covid-19,malaysia,3
covid-19,sars-cov-2,6
covid-19,gender disparity,4
covid-19,financial market,4
covid-19,india,3
covid-19,digital payments,3
covid-19,quality of life,4
covid-19,pandemics,6
debt,income,4
debt,savings,4
debt,credit,7
debt,india,4
debt,panel data,4
debt,financial provision,3
debt,china,3
debt,literacy,4
debt,africa,3
debt,access,3
debt,inequality,3
debt,remittances,3
debt,remittance,3
debt,consumption behavior,4
debt,rural finance,3
debt,internet,3
debt,financial market,3
debt,debt crisis,3
debt,financialisation,3
debt,impact,3
personal finance,financial management,3
personal finance,literacy,9
personal finance,consumer finance,4
personal finance,"financing, personal",3
wealth,impact,3
mobile security,malware,3
mobile security,android (operating system),8
mobile security,mobile commerce,5
mobile security,deep learning,4
mobile security,android,6
mobile security,global system for mobile communications,3
mobile security,mobile telecommunication systems,6
mobile security,mobile money,3
mobile security,security,4
mobile security,machine learning,3
mobile security,cryptography,5
mobile security,mobile computing,4
mobile security,network security,4
mobile security,android applications,4
mobile security,crime,4
mobile security,developing countries,3
mobile security,mobile agents,3
android malware,android (operating system),3
malware,android (operating system),4
malware,network security,3
malware,security,3
support vector machines,machine learning,3
support vector machines,learning systems,3
support vector machines,learning algorithms,3
support vector machines,decision trees,3
support vector machines,credit scoring,3
android (operating system),android,5
android (operating system),android applications,3
android (operating system),machine learning,3
financial performance,social performance,4
financial performance,access to finance,4
corporate social responsibility,multinational oil companies,3
corporate social responsibility,industry,3
corporate social responsibility,social aspects,3
corporate social responsibility,china,5
corporate social responsibility,social responsibility,3
women,financial market,4
women,empowerment,14
women,africa,4
women,mobile money,5
women,mobile phones,5
women,access,7
women,impact,9
women,access to finance,5
women,india,8
women,self-help groups,3
women,credit,6
women,income,3
women,savings,3
women,inequality,5
women,literacy,3
women,woman,4
women,growth,3
women,performance,4
women,market,3
women,microcredit,3
corruption,remittances,3
human development index,human development,4
macroeconomics,economic development,3
macroeconomics,innovation,3
macroeconomics,mobile money,3
macroeconomics,panel data,3
macroeconomics,empirical analysis,4
macroeconomics,inflation,3
macroeconomics,developing world,4
macroeconomics,economic growth,4
natural resource,economic development,4
natural resource,natural resources,7
natural resource,economic growth,4
economic development,natural resources,4
economic development,financial market,16
economic development,economic growth,22
economic development,saving,3
economic development,financial provision,5
economic development,empowerment,4
economic development,access to finance,5
economic development,emerging economies,4
economic development,imf,3
economic development,empirical analysis,5
economic development,innovation,10
economic development,panel data,4
economic development,regional economy,4
economic development,remittance,5
economic development,china,20
economic development,o16,3
economic development,inflation,4
economic development,developing countries,11
economic development,developing world,14
economic development,banking services,3
economic development,literacy,7
economic development,quality of life,3
economic development,regression analysis,5
economic development,carbon dioxide,10
economic development,developing country,3
economic development,income,8
economic development,policy,3
economic development,environmental quality,3
economic development,human capital,3
economic development,productivity,3
economic development,energy use,4
economic development,financial development,9
economic development,econometrics,5
economic development,energy conservation,3
economic development,energy efficiency,3
economic development,estimation method,5
economic development,inclusive growth,3
economic development,carbon,4
economic development,alternative energy,6
economic development,investment,9
economic development,renewable energy,8
economic development,digitization,5
economic development,asian people,3
economic development,technology,4
economic development,environmental economics,3
economic development,financial access,5
economic development,consumption behavior,5
economic development,economic growths,6
economic development,energy utilization,4
economic development,institutional framework,4
economic development,africa,5
economic development,uganda,5
economic development,sustainable development goal,4
economic development,india,10
economic development,social capital,3
economic development,rural area,6
economic development,savings,5
economic development,informal sector,3
economic development,renewable energies,5
economic development,digital inclusive finance,7
economic development,income distribution,3
economic development,inclusive finances,6
economic development,economic impact,6
economic development,rural economy,3
economic development,mobile money,7
economic development,accessibility,5
economic development,household income,4
economic development,capitalism,3
economic development,rural development,6
economic development,mobile communication,3
economic development,poverty reduction,3
economic development,development,5
economic development,social inclusion,4
economic development,financial economics,3
economic development,information use,3
economic development,credit scoring,3
economic development,unemployment,3
economic development,economic aspect,5
economic development,performance,3
natural resources,economic growth,3
employment,surveys and questionnaires,3
employment,questionnaire,3
employment,mobile money,5
employment,income distribution,3
employment,inequality,3
employment,household income,4
employment,income,4
employment,growth,3
employment,india,3
employment,literacy,3
employment,china,3
employment,africa,3
employment,living standard,3
mobile application,mobile applications,3
age,financial management,5
age,age factors,4
age,sex factor,3
age,sex factors,3
age,income,5
age,educational status,3
age,"aged, 80 and over",3
age,very elderly,3
age,aging,3
age,human experiment,3
age,sex difference,3
age,demography,3
public health,procedures,3
public health,financial management,5
public health,questionnaire,4
public health,national health programs,3
public health,psychology,3
public health,health survey,3
public health,qualitative research,3
public health,health care policy,3
public health,lowest income group,3
public health,economic aspect,3
public health,prevalence,3
public health,social status,3
rural population,procedures,4
rural population,financial management,4
rural population,surveys and questionnaires,3
rural population,questionnaire,3
rural population,empowerment,5
rural population,income,5
rural population,savings,4
rural population,urban population,3
rural population,power (psychology),3
rural population,psychology,6
rural population,behavior,3
rural population,china,6
rural population,epidemiology,3
rural population,health behavior,3
rural population,follow up,4
rural population,health care delivery,3
rural population,infant,3
rural population,rural area,7
rural population,health service,3
rural population,health survey,6
rural population,patient acceptance of health care,3
rural population,"infant, newborn",3
rural population,government,3
rural population,child,6
rural population,india,4
rural population,marriage,3
rural population,statistics and numerical data,3
rural population,lowest income group,3
rural population,"health knowledge, attitudes, practice",3
rural population,patient attitude,3
procedures,financial management,9
procedures,surveys and questionnaires,9
procedures,questionnaire,9
procedures,"financing, personal",4
procedures,psychology,11
procedures,mental disease,3
procedures,qualitative research,4
procedures,income,5
procedures,literacy,3
procedures,human experiment,5
procedures,child,6
procedures,consumer behavior,3
procedures,satisfaction,3
procedures,consumer attitude,3
procedures,health promotion,4
procedures,lowest income group,3
procedures,developing countries,3
procedures,economic aspect,3
procedures,developing country,3
procedures,bangladesh,3
procedures,standards,3
procedures,trends,3
procedures,organization and management,6
procedures,health care delivery,3
procedures,catering service,3
procedures,health survey,3
procedures,behavior,5
procedures,depression,4
procedures,psychometry,3
procedures,psychometrics,3
procedures,epidemiology,3
procedures,"health knowledge, attitudes, practice",3
procedures,attitude to health,4
procedures,knowledge,3
procedures,social work,3
financial management,surveys and questionnaires,6
financial management,questionnaire,7
financial management,mobile phone,3
financial management,sex factor,3
financial management,"financing, personal",9
financial management,sex factors,5
financial management,child,5
financial management,outcome assessment,6
financial management,empowerment,5
financial management,human immunodeficiency virus infection,8
financial management,hiv infections,5
financial management,human experiment,7
financial management,human immunodeficiency virus infected patient,3
financial management,psychology,8
financial management,mental disorders,4
financial management,mental disease,5
financial management,qualitative research,7
financial management,structural equation modeling,3
financial management,behavior,5
financial management,literacy,5
financial management,government,7
financial management,policy,6
financial management,attitude,3
financial management,educational status,3
financial management,interpersonal communication,4
financial management,economic aspect,9
financial management,health service,5
financial management,help seeking behavior,4
financial management,china,8
financial management,health care policy,6
financial management,follow up,3
financial management,risk assessment,4
financial management,neuropsychological tests,3
financial management,neuropsychological test,3
financial management,social behavior,5
financial management,health survey,9
financial management,health behavior,5
financial management,self report,3
financial management,cost effectiveness analysis,3
financial management,family,3
financial management,commercial phenomena,5
financial management,attitude to health,5
financial management,knowledge,5
financial management,interviews as topic,3
financial management,health status,3
financial management,income,9
financial management,health policy,3
financial management,mental health,5
financial management,patient acceptance of health care,3
financial management,social interaction,4
financial management,interview,7
financial management,health care utilization,5
financial management,health promotion,5
financial management,probability,4
financial management,multivariate analysis,3
financial management,skill,5
financial management,lowest income group,8
financial management,clinical assessment,3
financial management,budget,3
financial management,clinical article,4
financial management,health services needs and demand,3
financial management,women's health,3
financial management,marriage,3
financial management,wellbeing,5
financial management,india,4
financial management,social status,3
financial management,maternal health,3
financial management,household income,3
financial management,health care delivery,7
financial management,very elderly,3
financial management,sex difference,3
financial management,health care facility,3
financial management,organization and management,5
financial management,health program,3
financial management,coping behavior,3
financial management,information processing,4
financial management,sex worker,3
financial management,ethiopia,3
financial management,social work,3
financial management,social support,4
financial management,rural area,3
financial management,health education,3
financial management,rural health care,3
financial management,statistics and numerical data,3
financial management,personal autonomy,3
financial management,conceptual framework,3
financial management,health economics,3
financial management,analytic method,3
financial management,infant,3
financial management,newborn,3
financial management,"infant, newborn",3
financial management,principal component analysis,3
financial management,statistics,3
financial management,economic model,5
financial management,"models, economic",5
financial management,financial market,3
mobile applications,mobile computing,5
mobile applications,developing countries,3
digital financial service,digital financial services,10
digital financial service,information systems,3
digital financial service,digital financial services (dfs),3
surveys and questionnaires,questionnaire,36
surveys and questionnaires,sex factors,4
surveys and questionnaires,partial least squares regression,3
surveys and questionnaires,psychology,10
surveys and questionnaires,structural equation modeling,4
surveys and questionnaires,intention,3
surveys and questionnaires,technology,3
surveys and questionnaires,behavior,12
surveys and questionnaires,reproducibility,5
surveys and questionnaires,learning,3
surveys and questionnaires,health survey,5
surveys and questionnaires,health behavior,3
surveys and questionnaires,economic aspect,4
surveys and questionnaires,workplace,4
surveys and questionnaires,interpersonal communication,3
surveys and questionnaires,medical education,3
surveys and questionnaires,psychometry,5
surveys and questionnaires,reproducibility of results,4
surveys and questionnaires,psychometrics,5
surveys and questionnaires,catering service,3
surveys and questionnaires,power (psychology),3
surveys and questionnaires,family planning,3
surveys and questionnaires,empowerment,3
surveys and questionnaires,income,4
surveys and questionnaires,marriage,4
surveys and questionnaires,child,4
surveys and questionnaires,social support,3
surveys and questionnaires,epidemiology,5
surveys and questionnaires,literacy,3
surveys and questionnaires,"health knowledge, attitudes, practice",4
surveys and questionnaires,contraceptive behavior,3
surveys and questionnaires,ethiopia,3
surveys and questionnaires,attitude to health,4
surveys and questionnaires,prevalence,4
surveys and questionnaires,mental health,3
surveys and questionnaires,job satisfaction,4
surveys and questionnaires,consumer behavior,5
surveys and questionnaires,consumer attitude,6
surveys and questionnaires,consumer,4
surveys and questionnaires,knowledge,4
questionnaire,sex factor,3
questionnaire,"financing, personal",3
questionnaire,sex factors,6
questionnaire,partial least squares regression,3
questionnaire,psychology,14
questionnaire,structural equation modeling,4
questionnaire,intention,3
questionnaire,technology,5
questionnaire,behavior,13
questionnaire,reproducibility,5
questionnaire,attitude,3
questionnaire,government,3
questionnaire,learning,3
questionnaire,consumer behavior,6
questionnaire,reliability,3
questionnaire,china,4
questionnaire,consumer attitude,7
questionnaire,likert scale,5
questionnaire,clinical article,3
questionnaire,economic aspect,4
questionnaire,workplace,4
questionnaire,interpersonal communication,3
questionnaire,medical education,3
questionnaire,health survey,5
questionnaire,psychometry,6
questionnaire,reproducibility of results,4
questionnaire,psychometrics,6
questionnaire,catering service,3
questionnaire,student,3
questionnaire,income,7
questionnaire,health service,3
questionnaire,mental health,5
questionnaire,married woman,3
questionnaire,power (psychology),3
questionnaire,family planning,3
questionnaire,empowerment,3
questionnaire,awareness,3
questionnaire,marriage,8
questionnaire,child,4
questionnaire,social support,4
questionnaire,human experiment,5
questionnaire,epidemiology,7
questionnaire,literacy,4
questionnaire,"health knowledge, attitudes, practice",5
questionnaire,contraceptive behavior,3
questionnaire,spouse,3
questionnaire,ethiopia,3
questionnaire,spouses,3
questionnaire,contraception,3
questionnaire,attitude to health,5
questionnaire,prevalence,8
questionnaire,depression,4
questionnaire,social status,3
questionnaire,employee,4
questionnaire,job satisfaction,4
questionnaire,self report,3
questionnaire,social behavior,3
questionnaire,coronavirus disease 2019,3
questionnaire,statistical model,3
questionnaire,burnout,3
questionnaire,health care personnel,3
questionnaire,health care facility,3
questionnaire,educational status,3
questionnaire,bank employee,4
questionnaire,household income,3
questionnaire,consumer,4
questionnaire,knowledge,4
questionnaire,sex difference,4
mobile phone,mobile money,12
mobile phone,technology adoption,10
mobile phone,internet,6
mobile phone,cellular telephones,3
mobile phone,financial market,3
mobile phone,india,5
mobile phone,savings,7
mobile phone,cell phone,3
mobile phone,technology,3
mobile phone,regression analysis,6
mobile phone,innovation,6
mobile phone,developing world,9
mobile phone,mobile phones,3
mobile phone,empirical analysis,3
mobile phone,income,3
mobile phone,mobile financial services,3
mobile phone,data set,3
mobile phone,educational attainment,5
mobile phone,household income,3
age factors,income,3
mobile money,regulation,7
mobile money,financial technologies,3
mobile money,collaboration,3
mobile money,literature review,4
mobile money,mobile network operators,8
mobile money,empowerment,5
mobile money,remittances,11
mobile money,income,5
mobile money,impact,16
mobile money,insurance,4
mobile money,microcredit,3
mobile money,social inclusion,6
mobile money,regression analysis,10
mobile money,africa,29
mobile money,mobile phones,3
mobile money,financial transactions,6
mobile money,cameroon,5
mobile money,information use,5
mobile money,information systems,6
mobile money,networks,4
mobile money,technology,15
mobile money,m-pesa,14
mobile money,global system for mobile communications,6
mobile money,economic growth,9
mobile money,developing countries,26
mobile money,financial regulation,3
mobile money,digital financial services,14
mobile money,frugal innovation,3
mobile money,unbanked,7
mobile money,digital payments,6
mobile money,cashless economy,3
mobile money,mobile payments,5
mobile money,mobile financial services,5
mobile money,emerging markets,5
mobile money,remittance,3
mobile money,credit,13
mobile money,payments,6
mobile money,mobile agents,6
mobile money,developing economies,3
mobile money,innovation,19
mobile money,financial development,6
mobile money,penetration,3
mobile money,entrepreneur,3
mobile money,bangladesh,4
mobile money,machine-learning,5
mobile money,mobile commerce,3
mobile money,machine learning,7
mobile money,access to finance,8
mobile money,nigeria,6
mobile money,adoption,20
mobile money,surveys,3
mobile money,diffusion,3
mobile money,technology diffusion,9
mobile money,inclusive innovation,9
mobile money,investment,5
mobile money,electronic commerce,8
mobile money,household survey,5
mobile money,access,18
mobile money,inequality,13
mobile money,panel data,3
mobile money,determinants,9
mobile money,china,3
mobile money,ict,7
mobile money,income inequality,4
mobile money,financial access,3
mobile money,economic-growth,5
mobile money,trust,10
mobile money,security,4
mobile money,money transactions,3
mobile money,ussd,3
mobile money,togo,4
mobile money,model,5
mobile money,acceptance,5
mobile money,o16,4
mobile money,welfare,5
mobile money,policy,5
mobile money,quality,4
mobile money,usage,4
mobile money,consumption,3
mobile money,g21,6
mobile money,households,3
mobile money,crowdfunding,3
mobile money,financial market,8
mobile money,bibliometric analysis,6
mobile money,pls-sem,3
mobile money,models,3
mobile money,cellular telephones,3
mobile money,money services,9
mobile money,behavior,3
mobile money,literacy,5
mobile money,savings,10
mobile money,services,10
mobile money,household welfare,4
mobile money,growth,8
mobile money,branchless banking,3
mobile money,business,3
mobile money,bottom,3
mobile money,performance,5
mobile money,impacts,4
mobile money,costs,7
mobile money,rural area,4
mobile money,fraud,3
mobile money,telecommunication,5
mobile money,technology adoption,13
mobile money,instrumental variables,3
mobile money,tobit regression,3
mobile money,developing world,16
mobile money,mobile communication,11
mobile money,sales,4
mobile money,crime,4
mobile money,information and communication technology,3
mobile money,propensity score matching,3
mobile money,estimation method,3
mobile money,accessibility,3
mobile money,financial policy,3
mobile money,policy implications,3
mobile money,empirical analysis,6
mobile money,burkina faso,6
mobile money,poverty reduction,5
mobile money,informal sector,5
mobile money,tanzania,9
mobile money,gps,3
mobile money,mobile telecommunication systems,4
mobile money,monetary policy,3
mobile money,privacy,4
mobile money,household income,3
mobile money,welfare impact,3
mobile money,uganda,7
mobile money,inflation,5
mobile money,digital platforms,4
mobile money,inclusion,4
mobile money,policy making,3
mobile money,income distribution,3
mobile money,panel-data,3
mobile money,systems,4
mobile money,internet,5
mobile money,small and medium-sized enterprise,3
mobile money,financial resilience,3
mobile money,india,3
mobile money,sustainable development goal,3
mobile money,systematic literature review,3
mobile money,currency,4
mobile money,zimbabwe,5
mobile money,satisfaction,3
mobile money,urban poor,3
mobile money,ethiopia,3
mobile money,transaction cost,3
mobile money,political economy,5
mobile money,waemu,3
mobile money,rural development,3
mobile money,poor,4
mobile money,digital payment,3
mobile money,saving,3
mobile money,user experience,4
mobile money,south africa,3
mobile money,development,5
mobile money,ictd,3
mobile money,low income population,3
mobile money,unified theory,3
mobile money,mobile money services,3
mobile money,risk-based approach,3
mobile money,e-payments,3
sex factor,sex factors,6
"financing, personal",demography,3
"financing, personal",educational status,4
"financing, personal",income,4
"financing, personal",personal autonomy,3
"financing, personal",lowest income group,3
sex factors,behavior,3
sex factors,sex difference,5
human development,india,3
human development,remittances,3
literacy,income,16
literacy,services,8
literacy,epidemiology,3
literacy,empowerment,9
literacy,longitudinal study,3
literacy,uganda,5
literacy,accessibility,8
literacy,financial access,3
literacy,digitization,3
literacy,policy approach,4
literacy,financial resilience,4
literacy,inclusion,9
literacy,developing countries,3
literacy,developing world,8
literacy,quality of life,3
literacy,regression analysis,6
literacy,young population,3
literacy,financial attitude,5
literacy,india,11
literacy,social capital,3
literacy,investment,7
literacy,financial socialization,4
literacy,knowledge,6
literacy,behavior,7
literacy,capability,6
literacy,satisfaction,3
literacy,structural equation modeling,3
literacy,adolescent girls,3
literacy,human experiment,7
literacy,child,4
literacy,student,3
literacy,socialization,3
literacy,south africa,3
literacy,entrepreneur,4
literacy,access,5
literacy,adoption,5
literacy,poor,3
literacy,technology,3
literacy,savings,8
literacy,training,4
literacy,risk assessment,4
literacy,household income,6
literacy,social status,3
literacy,inequality,3
literacy,rural finance,5
literacy,china,7
literacy,literature review,4
literacy,financial market,6
literacy,financial provision,5
literacy,social inclusion,6
literacy,pakistan,3
literacy,digital financial services,4
literacy,impact,4
literacy,educational attainment,4
literacy,economic growth,3
literacy,financial social work,3
literacy,social work,4
literacy,interview,4
literacy,world bank,3
literacy,nonhuman,3
literacy,financial,3
literacy,determinants,5
literacy,theoretical study,3
literacy,social security,3
literacy,marriage,3
literacy,income distribution,3
literacy,youth,3
literacy,unemployment,3
literacy,family characteristics,3
literacy,access to finance,4
literacy,innovation,3
literacy,small and medium-sized enterprise,3
income,follow up,3
income,epidemiology,3
income,condom use,3
income,economic aspect,6
income,unprotected sex,4
income,empowerment,12
income,sex workers,5
income,risk reduction,4
income,human immunodeficiency virus infection,7
income,longitudinal study,4
income,sex worker,5
income,hiv infections,7
income,sexual behavior,5
income,nigeria,3
income,financial access,4
income,remittances,4
income,impact,5
income,insurance,5
income,microcredit,4
income,violence,4
income,developing world,3
income,household income,7
income,cohort analysis,3
income,mental health,7
income,savings,9
income,regression analysis,3
income,urban population,3
income,sustainable development goal,3
income,power (psychology),5
income,sexuality,4
income,psychology,12
income,behavior,8
income,unsafe sex,3
income,china,10
income,financial market,5
income,policy,3
income,knowledge,6
income,capability,3
income,human experiment,11
income,child,7
income,food,3
income,focus groups,3
income,environmental factor,3
income,interview,5
income,information processing,4
income,lowest income group,7
income,access,7
income,digital inclusive finance,3
income,india,5
income,saving,5
income,interviews as topic,3
income,mental disorders,3
income,mental disease,3
income,health status,4
income,qualitative research,4
income,health care policy,3
income,adoption,3
income,infection prevention,3
income,health education,3
income,caregiver,3
income,sexual health,3
income,africa,3
income,investment,7
income,economic growth,3
income,disabled persons,4
income,social security,3
income,disability,3
income,health services needs and demand,3
income,health service,5
income,disabled person,4
income,government,4
income,risk factor,3
income,educational status,5
income,inequality,4
income,partner violence,3
income,risk assessment,3
income,rural area,5
income,marriage,7
income,statistics and numerical data,4
income,technology adoption,3
income,educational attainment,3
income,ethiopia,3
income,credit,4
income,health survey,3
income,consumption,3
income,"health knowledge, attitudes, practice",3
income,attitude to health,3
income,wellbeing,3
income,transactional sex,3
income,demography,3
income,internet,3
barriers,india,4
interest rate,financial policy,3
interest rate,microcredit,3
interest rate,interest rates,3
interest rate,savings,3
financial market,financial policy,8
financial market,financial provision,9
financial market,household income,3
financial market,economic growth,8
financial market,economic activity,3
financial market,policy approach,3
financial market,saving,3
financial market,governance approach,7
financial market,small and medium-sized enterprise,9
financial market,institutional framework,7
financial market,regression analysis,6
financial market,china,18
financial market,digitization,3
financial market,risk assessment,8
financial market,india,6
financial market,egypt,3
financial market,europe,3
financial market,accessibility,10
financial market,industrial investment,4
financial market,european union,4
financial market,financial sectors,3
financial market,sales,4
financial market,empirical analysis,4
financial market,income distribution,5
financial market,consumption behavior,6
financial market,panel data,4
financial market,survey method,4
financial market,entrepreneur,4
financial market,developing world,7
financial market,research work,3
financial market,investment,12
financial market,innovation,8
financial market,digital inclusive finance,4
financial market,africa,6
financial market,uganda,3
financial market,numerical model,4
financial market,bangladesh,5
financial market,green economy,3
financial market,experimental study,4
financial market,capitalism,3
financial market,cooperative behavior,3
financial market,remittance,5
financial market,remittances,5
financial market,credit,3
financial market,savings,6
financial market,mexico [north america],4
financial market,financial access,6
financial market,profitability,5
financial market,business development,3
financial market,access to finance,3
financial market,debt crisis,5
financial market,mobile agents,3
financial market,mobile communication,3
financial market,qualitative analysis,3
financial market,nigeria,4
financial market,technological development,4
financial market,technology adoption,8
financial market,strategic approach,3
financial market,technological change,3
financial market,estimation method,4
financial market,currency,3
financial market,algorithm,3
financial market,theoretical study,3
financial market,financialization,4
financial market,womens status,3
financial market,policy,3
financial market,economic model,3
financial market,"models, economic",3
political economy,financial provision,3
political economy,india,3
political economy,economics and development,4
political economy,tanzania,3
political economy,africa,3
financial policy,financial provision,6
financial policy,savings,5
financial policy,sustainable development goal,4
financial policy,policy making,6
financial policy,electronic commerce,3
financial policy,developing world,3
financial policy,india,4
financial policy,digitization,3
financial provision,developing countries,3
financial provision,africa,4
financial provision,accessibility,3
financial provision,capital,3
financial provision,developing world,7
financial provision,pakistan,3
financial provision,savings,3
financial provision,low income population,3
financial provision,gender disparity,3
financial provision,china,3
financial provision,institutional framework,4
financial provision,india,4
financial provision,financialization,4
financial provision,innovation,3
financial provision,rural finance,3
financial provision,digitization,3
financial inclusion index,economic growth,5
financial inclusion index,spatial econometrics,3
financial inclusion index,spatial analysis,4
financial inclusion index,inclusion index,4
financial inclusion index,world bank,3
financial inclusion index,propensity score matching,3
financial inclusion index,multiple correspondence analysis,3
financial inclusion index,developing countries,3
financial inclusion index,financial stability,3
financial inclusion index,banking services,3
financial inclusion index,india,4
financial inclusion index,inclusive growth,3
financial inclusion index,access,3
least squares method,accessibility,3
least squares method,developing world,3
least squares method,consumption behavior,3
economic growth,gmm,5
economic growth,household income,4
economic growth,economic activity,3
economic growth,literature review,3
economic growth,financial development,13
economic growth,financial access,3
economic growth,remittances,15
economic growth,sustainable development goal,6
economic growth,migrants remittance,5
economic growth,developing world,9
economic growth,remittance,6
economic growth,environmental quality,4
economic growth,carbon emission,5
economic growth,china,6
economic growth,india,11
economic growth,environmental policy,3
economic growth,entrepreneur,3
economic growth,digitization,3
economic growth,income inequality,3
economic growth,environmental economics,5
economic growth,africa,7
economic growth,panel data,9
economic growth,innovation,12
economic growth,access to finance,5
economic growth,economic growths,12
economic growth,pakistan,3
economic growth,small and medium-sized enterprise,4
economic growth,smes,3
economic growth,inclusive growth,4
economic growth,oecd,3
economic growth,carbon dioxide,4
economic growth,energy use,7
economic growth,econometrics,5
economic growth,technology,4
economic growth,policy making,3
economic growth,emerging economies,5
economic growth,consumption behavior,4
economic growth,alternative energy,5
economic growth,energy utilization,5
economic growth,institutional quality,3
economic growth,system gmm,4
economic growth,ardl,4
economic growth,social inclusion,4
economic growth,inequality,6
economic growth,investment,6
economic growth,renewable energies,3
economic growth,gross domestic product,6
economic growth,principal component analysis,6
economic growth,foreign direct investment,4
economic growth,method of moments,3
economic growth,environmental impact,3
economic growth,regression analysis,6
economic growth,ordinary least squares,3
economic growth,access,6
economic growth,unemployment,3
economic growth,nigeria,5
economic growth,trade openness,3
economic growth,institutions,3
economic growth,islamic banking,3
economic growth,services,3
economic growth,development,5
economic growth,developing countries,4
economic growth,digital transformation,4
economic growth,inflation,3
economic growth,financial sector development,3
economic growth,economic impact,4
economic growth,migration,4
economic growth,asian countries,3
economic growth,fmols,3
empirical analysis,developing world,6
empirical analysis,innovation,5
empirical analysis,income distribution,3
empirical analysis,social inclusion,3
empirical analysis,gender disparity,3
empirical analysis,quantile regression,3
empirical analysis,technology diffusion,3
empirical analysis,regression analysis,9
empirical analysis,china,5
empirical analysis,household income,3
empirical analysis,inclusive finances,4
empirical analysis,inequality,3
empirical analysis,india,9
empirical analysis,consumption behavior,4
empirical analysis,savings,3
empirical analysis,risk assessment,3
empirical analysis,numerical model,3
gmm,panel-data,3
gmm,profitability,3
gmm,principal component analysis,3
gmm,china,3
innovation,bibliometric analysis,4
innovation,digital financial services,3
innovation,panel data,4
innovation,developing countries,6
innovation,financial development,5
innovation,consumer protection,3
innovation,inclusion,3
innovation,information management,7
innovation,smallholder,3
innovation,technology adoption,11
innovation,social inclusion,3
innovation,adoption,4
innovation,information,3
innovation,performance,5
innovation,energy use,4
innovation,technology,9
innovation,environmental economics,4
innovation,china,17
innovation,econometrics,3
innovation,consumption behavior,8
innovation,digitization,4
innovation,green innovation,3
innovation,o31,3
innovation,nigeria,4
innovation,smes,4
innovation,policy,5
innovation,impact,3
innovation,business,4
innovation,entrepreneur,8
innovation,sustainable development goal,4
innovation,india,10
innovation,electronic commerce,6
innovation,information and communication technology,3
innovation,technological development,7
innovation,policy approach,3
innovation,small and medium-sized enterprise,5
innovation,inclusive finances,3
innovation,green economy,4
innovation,digital inclusive finance,5
innovation,management,3
innovation,policy making,3
innovation,regression analysis,6
innovation,economic growths,4
innovation,remittances,4
innovation,inclusive innovation,4
innovation,developing world,11
innovation,technology diffusion,4
innovation,africa,13
innovation,mobile communication,3
innovation,economic impact,4
innovation,heterogeneity,3
innovation,inequality,3
innovation,environmental impact,3
innovation,pollution,3
innovation,credit,3
innovation,industrial development,4
innovation,surveys,4
innovation,digital payments,4
innovation,o16,3
innovation,financing constraints,3
innovation,access to finance,4
innovation,user acceptance,3
innovation,information technology,4
innovation,crowdfunding,3
innovation,regional planning,4
profitability,africa,3
profitability,small and medium-sized enterprise,3
profitability,developing world,6
profitability,commercial banks,3
profitability,social networking (online),3
profitability,microcredit,3
profitability,mexico [north america],3
tanzania,zambia,3
tanzania,uganda,4
tanzania,young population,3
household income,china,10
household income,household survey,7
household income,savings,8
household income,inclusion index,3
household income,investment,6
household income,rural area,4
household income,poverty reduction,3
household income,food,3
household income,interview,3
household income,lowest income group,4
household income,consumption behavior,6
household income,inequality,3
household income,income distribution,5
household income,developing world,3
household income,risk assessment,4
household income,health care delivery,3
household income,india,4
household income,remittance,3
household income,rural finance,4
household income,africa,3
household income,welfare impact,3
household income,regression analysis,4
household income,marriage,3
household income,educational status,4
household income,human experiment,3
economic activity,economic impact,3
policy approach,china,4
policy approach,digitization,4
policy approach,institutional framework,3
policy approach,developing world,3
impacts,microfinance evidence,3
impacts,microcredit evidence,4
exclusion,services,4
services,access,16
services,satisfaction,3
services,impact,6
services,india,5
services,growth,4
services,user acceptance,6
services,information-technology,6
services,unified theory,6
services,adoption,8
services,technology,3
services,savings,3
